0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.22205457280742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.87569530661924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1408.5997114343547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.16002340792511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.65002028414712,0.0,0.0,254.44880854869834,0.0,0.0,0.0,0.0,594.2234434872664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1072.1564217104922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2769.7493973851783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1211.1313105008612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.71065566558806,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.2176076425589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.26939580996706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.36397662512707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.50708482009804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.51145122992997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.23942197622696,0.0,0.0,0.0,117.51151363314814,0.0,0.0,0.0,230.59496343487137,0.0,0.0,0.0,0.0,115.62099044360951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.63703932240645,0.0,0.0,0.0,0.0,0.0,86.91345850684743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.53958823850961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.88366607734731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.18892620181063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.70478627982352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.1390631377727,0.0,0.0,0.0,0.0,101.82843785273882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.13664811095586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,448.15335857212426,352.40181888474183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,786.3079695015659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1425.6948456491475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379.8293338596006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1003.4275564998908,129.20822235706493,0.0,0.0,0.0,0.0,0.0,2274.772757570045,0.0,0.0,0.0,466.4751305442797,2072.11773682941,0.0,0.0,0.0,1843.2055626787785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.75837082749672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,932.6168258399682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1410.0953036156907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464.2461354935124,0.0,1623.4766557681312,0.0,370.5563463485257,0.0,0.0,0.0,0.0,0.0,501.29626876600514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350.21037941877773,0.0,0.0,340.19226060979133,0.0,342.6439391044167,0.0,0.0,0.0,0.0,1216.8111682495478,0.0,127.82744680347463,594.9708001088039,0.0,1110.4983930005149,0.0,0.0,0.0,0.0,0.0,814.8373280024333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553.2675796984096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1110.671999774091,0.0,0.0,1267.2254470790876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,554.7615235016399,0.0,1094.484079393539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640.9150728688575,1375.533937179263,1808.4924986338656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1612.595537510371,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.4515582388217,0.0,0.0,13.588086133771716,0.0,0.0,129.62186207263107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.39905850583803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.76439314732423,0.0,0.0,0.0,0.0,0.0,0.0,120.30623986184064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.23823863371692,75.48500618962639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.72213814785323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.02160763659745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.57913505794079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.35290294538507,0.0,0.0,0.0,0.0,176.892513734834,0.0,0.0,0.0,0.0,0.0,0.0,129.99838294179185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.2919801115497,0.0,0.0,0.0,0.0,0.0,122.71029934429674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.70171224941764,0.0,0.0,0.0,0.0,140.67804225113446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.44461863746977,96.62975719850368,118.84807254599832,0.0,0.0,0.0,99.73532419424969,0.0,178.00657868641068,0.0,0.0,6.912968467210846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.869681693246545,0.0,0.0,124.061448110863,109.45163718674584,0.0,0.0,0.0,0.0,0.0,0.0,142.78593349175463,0.0,0.0,0.0,0.0,0.0,0.0,110.39857634551242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.87605004124228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.575144378302529,0.0,0.0,0.0,0.0,0.0,137.97732729396367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.39437434654249,0.0,0.0,0.0,0.0,154.13918131517966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.30777662314884,0.0,0.0
0.0,0.0,448.15335857212426,0.0,0.0,231.2259469326554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.6838504347208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.3476257786155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.31602090878215,0.0,0.0,0.0,0.0,0.0,2866.32865304979,0.0,0.0,0.0,195.24272012386382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.54424728410655,0.0,0.0,0.0,0.0,384.4543333809771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,794.5411891478029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.87251703007655,0.0,0.0,0.0,150.66204149849764,0.0,0.0,0.0,0.0,0.0,251.47336802876453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.27584736470914,0.0,0.0,211.37593537566167,0.0,213.81900562440364,0.0,0.0,0.0,0.0,0.0,0.0,259.5359692679513,203.20018254123482,0.0,2168.2796383509412,0.0,0.0,0.0,0.0,0.0,374.1953956720951,309.88065981544383,0.0,0.0,0.0,0.0,0.0,0.0,171.7660093996883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2168.512567766991,305.2146759004084,0.0,321.95406569113794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.25337197517916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.2503857902947,2293.21409796973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.22331793002353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494.24816184532614,0.0,0.0,0.0,0.0,0.0
0.0,0.0,352.40181888474183,0.0,231.2259469326554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.30339664340806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.1531949390545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.74891418242993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.84171110054294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.049461478328853,0.0,0.0,0.0,0.0,277.1316356779894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1825.2749954068368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.47810430790273,0.0,0.0,0.0,150.74251329415063,0.0,0.0,0.0,0.0,0.0,220.27143106818397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.26185857533036,0.0,0.0,119.29577048167778,0.0,121.12093092832264,0.0,0.0,0.0,0.0,0.0,0.0,127.80229372598714,27.886936024011515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.22328638011874,566.9504231931058,0.0,0.0,0.0,0.0,0.0,0.0,54.550759045330416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.04016377621434,0.0,174.04834534873635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.924223824275956,0.0,580.1011380024777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.15266814313844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,277.9657127701818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.2468547632147,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.719455236922,0.0,148.67524487985452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.5464891744182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.06240038246892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.50030011809802,0.0,0.0,79.83331575116922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.2801100226835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.48379977746015,0.0,0.0,0.0,24.452988213442357,39.36244966775549,0.0,0.0,0.0,0.0,101.97571390773612,93.9924601337021,115.78727339301648,0.0,0.0,0.0,0.0,0.0,100.3093916926951,124.92100020396778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.92202372708884,0.0,0.0,0.0,74.12819924294367,65.48613274824183,68.48325616908878,0.0,0.0,0.0,14.595044688174871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.53728124781082,0.0,0.0,0.0,98.65465724378814,0.0,0.0,0.0,0.0,68.93973372832441,0.0,0.0,0.0,0.0,48.49107360332501,0.0,0.0,0.0,0.0,62.29630291833396,0.0,0.0,0.0,0.0,0.0,0.0,82.99296966450167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.521895153940314,0.0,56.723175726736464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.36763799555368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.478270421940884,0.0,0.0,56.63988083403652,0.0,0.0,0.0,0.0,202.41208459207454,0.0,0.0,0.0,54.556741422712165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.23640527035968,93.57568296708268
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.4521534312155,0.0,0.0,171.3864241340636,0.0,0.0,0.0,233.60967660296558,0.0,0.0,0.0,0.0,0.0,225.00815271749155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.67034392266532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1238.2707488697763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.7519225633855,0.0,200.29685093609504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.90708553034054,64.54806610562977,0.0,0.0,0.0,47.8402081178798,0.0,0.0,0.0,0.0,0.0,205.2993884455364,0.0,0.0,0.0,0.0,0.0,221.51091208572456,92.17592246777792,0.0,0.0,0.0,37.090955690505,262.27706740282036,0.0,0.0,0.0,41.94908994887929,0.0,0.0,0.0,0.0,0.0,187.6717957074606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.89380862173454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.087063272671415,0.0,0.0,177.23795281411134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.76950742127187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.95162451083206,0.0,0.0,0.0,0.0,0.0,0.0,24.499431202732964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.4720841101757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.601478970920509,0.0,0.0,86.87628001849426,0.0,57.92711695837639,0.0,0.0,527.9831071377804,0.0,0.0,0.0,0.0,0.0,0.0,1009.5525690504467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.240288350762036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.69014341986892,0.0,0.0,0.0,0.0,0.0,0.0,83.41082409167647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.96170457157749,0.0,0.0,0.0,0.0,0.0,106.83351771381186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.02658053965528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.88670437428685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.44408605192135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.44457555816079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.47886332378103,0.0,52.75387799588384,67.8564127705354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.23736260244891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.38089411738096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.54334792361603,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.240288350762036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.9900278331814,0.0,0.0,0.0,0.0,0.0,0.0,91.5695902302636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.02879195069258,0.0,0.0,0.0,0.0,0.0,79.95174053723245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.3593861009075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.53373957096957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.72275607358779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.65452432853115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.09436183347665,0.0,70.43222207463856,75.70702936439585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.35765487989235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.55352528806395,0.0,0.0,0.0,0.0
